ID;Time[s];
4485;1.07034;Start bit
4486;1.07035;00000000
4487;1.07042;Stop bit
4488;1.07043;Start bit
4489;1.07044;00000000
4490;1.07051;Stop bit
4491;1.07053;Start bit
4492;1.07054;00000000
4493;1.07061;Stop bit
4494;1.07156;Start bit
4495;1.07157;00000001
4496;1.07164;Stop bit
4497;1.07166;Start bit
4498;1.07167;00000010
4499;1.07174;Stop bit
4500;1.07175;Start bit
4501;1.07176;11111101
4502;1.07183;Stop bit
4503;1.07185;Start bit
4504;1.07186;00001010
4505;1.07193;Stop bit
4506;1.07194;Start bit
4507;1.07195;00000001
4508;1.07202;Stop bit
4509;1.07204;Start bit
4510;1.07205;00000001
4511;1.07212;Stop bit
4512;1.07214;Start bit
4513;1.07214;10100000
4514;1.07221;Stop bit
4515;1.07223;Start bit
4516;1.07224;00000010
4517;1.07231;Stop bit
4518;1.07233;Start bit
4519;1.07234;00000000
4520;1.07241;Stop bit
4521;1.07242;Start bit
4522;1.07243;00000000
4523;1.0725;Stop bit
4524;1.07252;Start bit
4525;1.07253;01001111
4526;1.0726;Stop bit
4527;1.07261;Start bit
4528;1.07262;00010010
4529;1.07269;Stop bit
4530;1.07271;Start bit
4531;1.07272;00000000
4532;1.07279;Stop bit
4533;1.0728;Start bit
4534;1.07281;00000000
4535;1.07288;Stop bit
4536;1.07385;Start bit
4537;1.07386;00000001
4538;1.07392;Stop bit
4539;1.07394;Start bit
4540;1.07395;00000010
4541;1.07402;Stop bit
4542;1.07404;Start bit
4543;1.07405;11111101
4544;1.07412;Stop bit
4545;1.07413;Start bit
4546;1.07414;00001010
4547;1.07421;Stop bit
4548;1.07423;Start bit
4549;1.07424;00000001
4550;1.07431;Stop bit
4551;1.07432;Start bit
4552;1.07433;00000001
4553;1.0744;Stop bit
4554;1.07442;Start bit
4555;1.07443;11100100
4556;1.0745;Stop bit
4557;1.07451;Start bit
4558;1.07452;00000010
4559;1.07459;Stop bit
4560;1.07461;Start bit
4561;1.07462;00000000
4562;1.07469;Stop bit
4563;1.07471;Start bit
4564;1.07471;00000000
4565;1.07478;Stop bit
4566;1.0748;Start bit
4567;1.07481;11111100
4568;1.07488;Stop bit
4569;1.0749;Start bit
4570;1.0749;10100101
4571;1.07497;Stop bit
4572;1.07499;Start bit
4573;1.075;00000000
4574;1.07507;Stop bit
4575;1.07509;Start bit
4576;1.0751;00000000
4577;1.07517;Stop bit
4578;1.07613;Start bit
4579;1.07614;00000001
4580;1.07621;Stop bit
4581;1.07622;Start bit
4582;1.07623;00000010
4583;1.0763;Stop bit
4584;1.07632;Start bit
4585;1.07633;11111101
4586;1.0764;Stop bit
4587;1.07642;Start bit
4588;1.07642;00001010
4589;1.07649;Stop bit
4590;1.07651;Start bit
4591;1.07652;00000001
4592;1.07659;Stop bit
4593;1.07661;Start bit
4594;1.07662;00000001
4595;1.07668;Stop bit
4596;1.0767;Start bit
4597;1.07671;11111100
4598;1.07678;Stop bit
4599;1.0768;Start bit
4600;1.07681;00000010
4601;1.07688;Stop bit
4602;1.07689;Start bit
4603;1.0769;00000000
4604;1.07697;Stop bit
4605;1.07699;Start bit
4606;1.077;00000000
4607;1.07707;Stop bit
4608;1.07708;Start bit
4609;1.07709;00000001
4610;1.07716;Stop bit
4611;1.07718;Start bit
4612;1.07719;00000000
4613;1.07726;Stop bit
4614;1.07728;Start bit
4615;1.07728;00000000
4616;1.07735;Stop bit
4617;1.07737;Start bit
4618;1.07738;00000000
4619;1.07745;Stop bit
4620;1.0784;Start bit
4621;1.07841;00000001
4622;1.07848;Stop bit
4623;1.0785;Start bit
4624;1.07851;00000010
4625;1.07858;Stop bit
4626;1.07859;Start bit
4627;1.0786;11111101
4628;1.07867;Stop bit
4629;1.07869;Start bit
4630;1.0787;00001010
4631;1.07877;Stop bit
4632;1.07879;Start bit
4633;1.07879;00000001
4634;1.07886;Stop bit
4635;1.07888;Start bit
4636;1.07889;00000001
4637;1.07896;Stop bit
4638;1.07898;Start bit
4639;1.07899;00000000
4640;1.07905;Stop bit
4641;1.07907;Start bit
4642;1.07908;00000010
4643;1.07915;Stop bit
4644;1.07917;Start bit
4645;1.07918;00000000
4646;1.07925;Stop bit
4647;1.07926;Start bit
4648;1.07927;00000000
4649;1.07934;Stop bit
4650;1.07936;Start bit
4651;1.07937;00111111
4652;1.07944;Stop bit
4653;1.07945;Start bit
4654;1.07946;00000100
4655;1.07953;Stop bit
4656;1.07955;Start bit
4657;1.07956;00000000
4658;1.07963;Stop bit
4659;1.07965;Start bit
4660;1.07965;00000000
4661;1.07972;Stop bit
4662;1.08069;Start bit
4663;1.0807;00000001
4664;1.08077;Stop bit
4665;1.08078;Start bit
4666;1.08079;00000010
4667;1.08086;Stop bit
4668;1.08088;Start bit
4669;1.08089;11111101
4670;1.08096;Stop bit
4671;1.08097;Start bit
4672;1.08098;00001010
4673;1.08105;Stop bit
4674;1.08107;Start bit
4675;1.08108;00000001
4676;1.08115;Stop bit
4677;1.08116;Start bit
4678;1.08117;00000001
4679;1.08124;Stop bit
4680;1.08126;Start bit
4681;1.08127;00000100
4682;1.08134;Stop bit
4683;1.08136;Start bit
4684;1.08136;00000010
4685;1.08143;Stop bit
4686;1.08145;Start bit
4687;1.08146;00000000
4688;1.08153;Stop bit
4689;1.08155;Start bit
4690;1.08156;00000000
4691;1.08162;Stop bit
4692;1.08164;Start bit
4693;1.08165;01111111
4694;1.08172;Stop bit
4695;1.08174;Start bit
4696;1.08175;01000110
4697;1.08182;Stop bit
4698;1.08183;Start bit
4699;1.08184;00000000
4700;1.08191;Stop bit
4701;1.08193;Start bit
4702;1.08194;00000000
4703;1.08201;Stop bit
4704;1.08296;Start bit
4705;1.08297;00000001
4706;1.08304;Stop bit
4707;1.08306;Start bit
4708;1.08307;00000010
4709;1.08314;Stop bit
4710;1.08315;Start bit
4711;1.08316;11111101
4712;1.08323;Stop bit
4713;1.08325;Start bit
4714;1.08326;00001010
4715;1.08333;Stop bit
4716;1.08334;Start bit
4717;1.08335;00000001
4718;1.08342;Stop bit
4719;1.08344;Start bit
4720;1.08345;00000001
4721;1.08352;Stop bit
4722;1.08353;Start bit
4723;1.08354;00001000
4724;1.08361;Stop bit
4725;1.08363;Start bit
4726;1.08364;00000010
4727;1.08371;Stop bit
4728;1.08373;Start bit
4729;1.08373;00000000
4730;1.0838;Stop bit
4731;1.08382;Start bit
4732;1.08383;00000000
4733;1.0839;Stop bit
4734;1.08392;Start bit
4735;1.08393;11111111
4736;1.084;Stop bit
4737;1.08401;Start bit
4738;1.08402;00101000
4739;1.08409;Stop bit
4740;1.08411;Start bit
4741;1.08412;00000000
4742;1.08419;Stop bit
4743;1.0842;Start bit
4744;1.08421;00000000
4745;1.08428;Stop bit
4746;1.08524;Start bit
4747;1.08525;00000001
4748;1.08531;Stop bit
4749;1.08533;Start bit
4750;1.08534;00000010
4751;1.08541;Stop bit
4752;1.08543;Start bit
4753;1.08544;11111101
4754;1.08551;Stop bit
4755;1.08552;Start bit
4756;1.08553;00001010
4757;1.0856;Stop bit
4758;1.08562;Start bit
4759;1.08563;00000001
4760;1.0857;Stop bit
4761;1.08571;Start bit
4762;1.08572;00000001
4763;1.08579;Stop bit
4764;1.08581;Start bit
4765;1.08582;00001100
4766;1.08589;Stop bit
4767;1.0859;Start bit
4768;1.08591;00000010
4769;1.08598;Stop bit
4770;1.086;Start bit
4771;1.08601;00000000
4772;1.08608;Stop bit
4773;1.0861;Start bit
4774;1.0861;00000000
4775;1.08617;Stop bit
4776;1.08619;Start bit
4777;1.0862;11111111
4778;1.08627;Stop bit
4779;1.08629;Start bit
4780;1.0863;01100111
4781;1.08637;Stop bit
4782;1.08638;Start bit
4783;1.08639;00000000
4784;1.08646;Stop bit
4785;1.08648;Start bit
4786;1.08649;00000000
4787;1.08656;Stop bit
4788;1.08752;Start bit
4789;1.08753;00000001
4790;1.0876;Stop bit
4791;1.08761;Start bit
4792;1.08762;00000010
4793;1.08769;Stop bit
4794;1.08771;Start bit
4795;1.08772;11111101
4796;1.08779;Stop bit
4797;1.08781;Start bit
4798;1.08781;00001010
4799;1.08788;Stop bit
4800;1.0879;Start bit
4801;1.08791;00000001
4802;1.08798;Stop bit
4803;1.088;Start bit
4804;1.08801;00000001
4805;1.08807;Stop bit
4806;1.08809;Start bit
4807;1.0881;00010000
4808;1.08817;Stop bit
4809;1.08819;Start bit
4810;1.0882;00000010
4811;1.08827;Stop bit
4812;1.08828;Start bit
4813;1.08829;00000000
4814;1.08836;Stop bit
4815;1.08838;Start bit
4816;1.08839;00000000
4817;1.08846;Stop bit
4818;1.08847;Start bit
4819;1.08848;11111111
4820;1.08855;Stop bit
4821;1.08857;Start bit
4822;1.08858;01010111
4823;1.08865;Stop bit
4824;1.08867;Start bit
4825;1.08867;00000000
4826;1.08874;Stop bit
4827;1.08876;Start bit
4828;1.08877;00000000
4829;1.08884;Stop bit
4830;1.0898;Start bit
4831;1.08981;00000001
4832;1.08988;Stop bit
4833;1.0899;Start bit
4834;1.08991;00000010
4835;1.08998;Stop bit
4836;1.08999;Start bit
4837;1.09;11111101
4838;1.09007;Stop bit
4839;1.09009;Start bit
4840;1.0901;00001010
4841;1.09017;Stop bit
4842;1.09018;Start bit
4843;1.09019;00000001
4844;1.09026;Stop bit
4845;1.09028;Start bit
4846;1.09029;00000001
4847;1.09036;Stop bit
4848;1.09038;Start bit
4849;1.09038;00010100
4850;1.09045;Stop bit
4851;1.09047;Start bit
4852;1.09048;00000010
4853;1.09055;Stop bit
4854;1.09057;Start bit
4855;1.09058;00000000
4856;1.09064;Stop bit
4857;1.09066;Start bit
4858;1.09067;00000000
4859;1.09074;Stop bit
4860;1.09076;Start bit
4861;1.09077;11111111
4862;1.09084;Stop bit
4863;1.09085;Start bit
4864;1.09086;01111011
4865;1.09093;Stop bit
4866;1.09095;Start bit
4867;1.09096;00000000
4868;1.09103;Stop bit
4869;1.09104;Start bit
4870;1.09105;00000000
4871;1.09112;Stop bit
4872;1.09209;Start bit
4873;1.09209;00000001
4874;1.09216;Stop bit
4875;1.09218;Start bit
4876;1.09219;00000010
4877;1.09226;Stop bit
4878;1.09228;Start bit
4879;1.09229;11111101
4880;1.09235;Stop bit
4881;1.09237;Start bit
4882;1.09238;00001010
4883;1.09245;Stop bit
4884;1.09247;Start bit
4885;1.09248;00000001
4886;1.09255;Stop bit
4887;1.09256;Start bit
4888;1.09257;00000001
4889;1.09264;Stop bit
4890;1.09266;Start bit
4891;1.09267;00011000
4892;1.09274;Stop bit
4893;1.09275;Start bit
4894;1.09276;00000010
4895;1.09283;Stop bit
4896;1.09285;Start bit
4897;1.09286;00000000
4898;1.09293;Stop bit
4899;1.09295;Start bit
4900;1.09295;00000000
4901;1.09302;Stop bit
4902;1.09304;Start bit
4903;1.09305;11111111
4904;1.09312;Stop bit
4905;1.09314;Start bit
4906;1.09315;00111111
4907;1.09321;Stop bit
4908;1.09323;Start bit
4909;1.09324;00000000
4910;1.09331;Stop bit
4911;1.09333;Start bit
4912;1.09334;00000000
4913;1.09341;Stop bit
4914;1.09437;Start bit
4915;1.09438;00000001
4916;1.09445;Stop bit
4917;1.09447;Start bit
4918;1.09447;00000010
4919;1.09454;Stop bit
4920;1.09456;Start bit
4921;1.09457;11111101
4922;1.09464;Stop bit
4923;1.09466;Start bit
4924;1.09466;00001010
4925;1.09473;Stop bit
4926;1.09475;Start bit
4927;1.09476;00000001
4928;1.09483;Stop bit
4929;1.09485;Start bit
4930;1.09485;00000001
4931;1.09492;Stop bit
4932;1.09494;Start bit
4933;1.09495;00011100
4934;1.09502;Stop bit
4935;1.09504;Start bit
4936;1.09505;00000010
4937;1.09512;Stop bit
4938;1.09513;Start bit
4939;1.09514;00000000
4940;1.09521;Stop bit
4941;1.09523;Start bit
4942;1.09524;00000000
4943;1.09531;Stop bit
4944;1.09532;Start bit
4945;1.09533;11111111
4946;1.0954;Stop bit
4947;1.09542;Start bit
4948;1.09543;01111111
4949;1.0955;Stop bit
4950;1.09552;Start bit
4951;1.09552;00000000
4952;1.09559;Stop bit
4953;1.09561;Start bit
4954;1.09562;00000000
4955;1.09569;Stop bit
4956;1.09665;Start bit
4957;1.09666;00000001
4958;1.09673;Stop bit
4959;1.09675;Start bit
4960;1.09676;00000010
4961;1.09683;Stop bit
4962;1.09684;Start bit
4963;1.09685;11111101
4964;1.09692;Stop bit
4965;1.09694;Start bit
4966;1.09695;00001010
4967;1.09702;Stop bit
4968;1.09703;Start bit
4969;1.09704;00000001
4970;1.09711;Stop bit
4971;1.09713;Start bit
4972;1.09714;00000001
4973;1.09721;Stop bit
4974;1.09723;Start bit
4975;1.09723;01100000
4976;1.0973;Stop bit
4977;1.09732;Start bit
4978;1.09733;00000010
4979;1.0974;Stop bit
4980;1.09742;Start bit
4981;1.09742;00000000
4982;1.09749;Stop bit
4983;1.09751;Start bit
4984;1.09752;00000000
4985;1.09759;Stop bit
4986;1.09761;Start bit
4987;1.09762;11110101
4988;1.09769;Stop bit
4989;1.0977;Start bit
4990;1.09771;11110011
4991;1.09778;Stop bit
4992;1.0978;Start bit
4993;1.09781;00000000
4994;1.09788;Stop bit
4995;1.09789;Start bit
4996;1.0979;00000000
4997;1.09797;Stop bit
4998;1.09894;Start bit
4999;1.09894;00000001
5000;1.09901;Stop bit
5001;1.09903;Start bit
5002;1.09904;00000010
5003;1.09911;Stop bit
5004;1.09913;Start bit
5005;1.09913;11111101
5006;1.0992;Stop bit
5007;1.09922;Start bit
5008;1.09923;00001010
5009;1.0993;Stop bit
5010;1.09932;Start bit
5011;1.09933;00000001
5012;1.0994;Stop bit
5013;1.09941;Start bit
5014;1.09942;00000001
5015;1.09949;Stop bit
5016;1.09951;Start bit
5017;1.09952;01100100
5018;1.09959;Stop bit
5019;1.0996;Start bit
5020;1.09961;00000010
5021;1.09968;Stop bit
5022;1.0997;Start bit
5023;1.09971;00000000
5024;1.09978;Stop bit
5025;1.09979;Start bit
5026;1.0998;00000000
5027;1.09987;Stop bit
5028;1.09989;Start bit
5029;1.0999;11110101
5030;1.09997;Stop bit
5031;1.09999;Start bit
5032;1.09999;11110011
5033;1.10006;Stop bit
5034;1.10008;Start bit
5035;1.10009;00000000
5036;1.10016;Stop bit
5037;1.10018;Start bit
5038;1.10019;00000000
5039;1.10025;Stop bit
5040;1.10122;Start bit
5041;1.10123;00000001
5042;1.1013;Stop bit
5043;1.10131;Start bit
5044;1.10132;00000010
5045;1.10139;Stop bit
5046;1.10141;Start bit
5047;1.10142;11111101
5048;1.10149;Stop bit
5049;1.10151;Start bit
5050;1.10151;00001010
5051;1.10158;Stop bit
5052;1.1016;Start bit
5053;1.10161;00000001
5054;1.10168;Stop bit
5055;1.1017;Start bit
5056;1.1017;00000001
5057;1.10177;Stop bit
5058;1.10179;Start bit
5059;1.1018;01101000
5060;1.10187;Stop bit
5061;1.10189;Start bit
5062;1.1019;00000010
5063;1.10197;Stop bit
5064;1.10198;Start bit
5065;1.10199;00000000
5066;1.10206;Stop bit
5067;1.10208;Start bit
5068;1.10209;00000000
5069;1.10216;Stop bit
5070;1.10217;Start bit
5071;1.10218;11110011
5072;1.10225;Stop bit
5073;1.10227;Start bit
5074;1.10228;11100111
5075;1.10235;Stop bit
5076;1.10237;Start bit
5077;1.10237;00000000
5078;1.10244;Stop bit
5079;1.10246;Start bit
5080;1.10247;00000000
5081;1.10254;Stop bit
5082;1.1035;Start bit
5083;1.10351;00000001
5084;1.10358;Stop bit
5085;1.1036;Start bit
5086;1.10361;00000010
5087;1.10368;Stop bit
5088;1.10369;Start bit
5089;1.1037;11111101
5090;1.10377;Stop bit
5091;1.10379;Start bit
5092;1.1038;00001010
5093;1.10387;Stop bit
5094;1.10388;Start bit
5095;1.10389;00000001
5096;1.10396;Stop bit
5097;1.10398;Start bit
5098;1.10399;00000001
5099;1.10406;Stop bit
5100;1.10407;Start bit
5101;1.10408;01101100
5102;1.10415;Stop bit
5103;1.10417;Start bit
5104;1.10418;00000010
5105;1.10425;Stop bit
5106;1.10427;Start bit
5107;1.10427;00000000
5108;1.10434;Stop bit
5109;1.10436;Start bit
5110;1.10437;00000000
5111;1.10444;Stop bit
5112;1.10446;Start bit
5113;1.10447;11111111
5114;1.10454;Stop bit
5115;1.10455;Start bit
5116;1.10456;11110001
5117;1.10463;Stop bit
5118;1.10465;Start bit
5119;1.10466;00000000
5120;1.10473;Stop bit
5121;1.10474;Start bit
5122;1.10475;00000000
5123;1.10482;Stop bit
5124;1.10579;Start bit
5125;1.10579;00000001
5126;1.10586;Stop bit
5127;1.10588;Start bit
5128;1.10589;00000010
5129;1.10596;Stop bit
5130;1.10598;Start bit
5131;1.10598;11111101
5132;1.10605;Stop bit
5133;1.10607;Start bit
5134;1.10608;00001010
5135;1.10615;Stop bit
5136;1.10617;Start bit
5137;1.10618;00000001
5138;1.10625;Stop bit
5139;1.10626;Start bit
5140;1.10627;00000001
5141;1.10634;Stop bit
5142;1.10636;Start bit
5143;1.10637;01110000
5144;1.10644;Stop bit
5145;1.10645;Start bit
5146;1.10646;00000010
5147;1.10653;Stop bit
5148;1.10655;Start bit
5149;1.10656;00000000
5150;1.10663;Stop bit
5151;1.10664;Start bit
5152;1.10665;00000000
5153;1.10672;Stop bit
5154;1.10674;Start bit
5155;1.10675;11111111
5156;1.10682;Stop bit
5157;1.10684;Start bit
5158;1.10684;11111111
5159;1.10691;Stop bit
5160;1.10693;Start bit
5161;1.10694;00000000
5162;1.10701;Stop bit
5163;1.10703;Start bit
5164;1.10704;00000000
5165;1.10711;Stop bit
5166;1.10807;Start bit
5167;1.10808;00000001
5168;1.10815;Stop bit
5169;1.10816;Start bit
5170;1.10817;00000010
5171;1.10824;Stop bit
5172;1.10826;Start bit
5173;1.10827;11111101
5174;1.10834;Stop bit
5175;1.10835;Start bit
5176;1.10836;00001010
5177;1.10843;Stop bit
5178;1.10845;Start bit
5179;1.10846;00000001
5180;1.10853;Stop bit
5181;1.10855;Start bit
5182;1.10855;00000001
5183;1.10862;Stop bit
5184;1.10864;Start bit
5185;1.10865;01110100
5186;1.10872;Stop bit
5187;1.10874;Start bit
5188;1.10875;00000010
5189;1.10881;Stop bit
5190;1.10883;Start bit
5191;1.10884;00000000
5192;1.10891;Stop bit
5193;1.10893;Start bit
5194;1.10894;00000000
5195;1.10901;Stop bit
5196;1.10902;Start bit
5197;1.10903;11111111
5198;1.1091;Stop bit
5199;1.10912;Start bit
5200;1.10913;11111111
5201;1.1092;Stop bit
5202;1.10921;Start bit
5203;1.10922;00000000
5204;1.10929;Stop bit
5205;1.10931;Start bit
5206;1.10932;00000000
5207;1.10939;Stop bit
5208;1.11034;Start bit
5209;1.11035;00000001
5210;1.11042;Stop bit
5211;1.11044;Start bit
5212;1.11045;00000010
5213;1.11052;Stop bit
5214;1.11053;Start bit
5215;1.11054;11111101
5216;1.11061;Stop bit
5217;1.11063;Start bit
5218;1.11064;00001010
5219;1.11071;Stop bit
5220;1.11072;Start bit
5221;1.11073;00000001
5222;1.1108;Stop bit
5223;1.11082;Start bit
5224;1.11083;00000001
5225;1.1109;Stop bit
5226;1.11092;Start bit
5227;1.11092;01111000
5228;1.11099;Stop bit
5229;1.11101;Start bit
5230;1.11102;00000010
5231;1.11109;Stop bit
5232;1.11111;Start bit
5233;1.11112;00000000
5234;1.11118;Stop bit
5235;1.1112;Start bit
5236;1.11121;00000000
5237;1.11128;Stop bit
5238;1.1113;Start bit
5239;1.11131;11111111
5240;1.11138;Stop bit
5241;1.11139;Start bit
5242;1.1114;11111111
5243;1.11147;Stop bit
5244;1.11149;Start bit
5245;1.1115;00000000
5246;1.11157;Stop bit
5247;1.11158;Start bit
5248;1.11159;00000000
5249;1.11166;Stop bit
5250;1.11263;Start bit
5251;1.11264;00000001
5252;1.1127;Stop bit
5253;1.11272;Start bit
5254;1.11273;00000010
5255;1.1128;Stop bit
5256;1.11282;Start bit
5257;1.11283;11111101
5258;1.1129;Stop bit
5259;1.11291;Start bit
5260;1.11292;00001010
5261;1.11299;Stop bit
5262;1.11301;Start bit
5263;1.11302;00000001
5264;1.11309;Stop bit
5265;1.1131;Start bit
5266;1.11311;00000001
5267;1.11318;Stop bit
5268;1.1132;Start bit
5269;1.11321;01111100
5270;1.11328;Stop bit
5271;1.11329;Start bit
5272;1.1133;00000010
5273;1.11337;Stop bit
5274;1.11339;Start bit
5275;1.1134;00000000
5276;1.11347;Stop bit
5277;1.11349;Start bit
5278;1.11349;00000000
5279;1.11356;Stop bit
5280;1.11358;Start bit
5281;1.11359;11111111
5282;1.11366;Stop bit
5283;1.11368;Start bit
5284;1.11369;11111111
5285;1.11376;Stop bit
5286;1.11377;Start bit
5287;1.11378;00000000
5288;1.11385;Stop bit
5289;1.11387;Start bit
5290;1.11388;00000000
5291;1.11395;Stop bit
5292;1.11491;Start bit
5293;1.11492;00000001
5294;1.11499;Stop bit
5295;1.11501;Start bit
5296;1.11501;00000010
5297;1.11508;Stop bit
5298;1.1151;Start bit
5299;1.11511;11111101
5300;1.11518;Stop bit
5301;1.1152;Start bit
5302;1.1152;00001010
5303;1.11527;Stop bit
5304;1.11529;Start bit
5305;1.1153;00000001
5306;1.11537;Stop bit
5307;1.11539;Start bit
5308;1.1154;00000001
5309;1.11546;Stop bit
5310;1.11548;Start bit
5311;1.11549;10001100
5312;1.11556;Stop bit
5313;1.11558;Start bit
5314;1.11559;00000010
5315;1.11566;Stop bit
5316;1.11567;Start bit
5317;1.11568;00000000
5318;1.11575;Stop bit
5319;1.11577;Start bit
5320;1.11578;00000000
5321;1.11585;Stop bit
5322;1.11586;Start bit
5323;1.11587;00100100
5324;1.11594;Stop bit
5325;1.11596;Start bit
5326;1.11597;01000010
5327;1.11604;Stop bit
5328;1.11606;Start bit
5329;1.11606;00000000
5330;1.11613;Stop bit
5331;1.11615;Start bit
5332;1.11616;00000000
5333;1.11623;Stop bit
5334;1.11718;Start bit
5335;1.11719;00000001
5336;1.11726;Stop bit
5337;1.11728;Start bit
5338;1.11729;00000010
5339;1.11736;Stop bit
5340;1.11738;Start bit
5341;1.11738;11111101
5342;1.11745;Stop bit
5343;1.11747;Start bit
5344;1.11748;00001010
5345;1.11755;Stop bit
5346;1.11757;Start bit
5347;1.11757;00000001
5348;1.11764;Stop bit
5349;1.11766;Start bit
5350;1.11767;00000001
5351;1.11774;Stop bit
5352;1.11776;Start bit
5353;1.11777;10010100
5354;1.11783;Stop bit
5355;1.11785;Start bit
5356;1.11786;00000010
5357;1.11793;Stop bit
5358;1.11795;Start bit
5359;1.11796;00000000
5360;1.11803;Stop bit
5361;1.11804;Start bit
5362;1.11805;00000000
5363;1.11812;Stop bit
5364;1.11814;Start bit
5365;1.11815;11100001
5366;1.11822;Stop bit
5367;1.11823;Start bit
5368;1.11824;01000011
5369;1.11831;Stop bit
5370;1.11833;Start bit
5371;1.11834;00000000
5372;1.11841;Stop bit
5373;1.11843;Start bit
5374;1.11843;00000000
5375;1.1185;Stop bit
5376;1.11947;Start bit
5377;1.11948;00000001
5378;1.11955;Stop bit
5379;1.11956;Start bit
5380;1.11957;00000010
5381;1.11964;Stop bit
5382;1.11966;Start bit
5383;1.11967;11111101
5384;1.11974;Stop bit
5385;1.11975;Start bit
5386;1.11976;00001010
5387;1.11983;Stop bit
5388;1.11985;Start bit
5389;1.11986;00000001
5390;1.11993;Stop bit
5391;1.11994;Start bit
5392;1.11995;00000001
5393;1.12002;Stop bit
5394;1.12004;Start bit
5395;1.12005;10011000
5396;1.12012;Stop bit
5397;1.12014;Start bit
5398;1.12014;00000010
5399;1.12021;Stop bit
5400;1.12023;Start bit
5401;1.12024;00000000
5402;1.12031;Stop bit
5403;1.12033;Start bit
5404;1.12034;00000000
5405;1.1204;Stop bit
5406;1.12042;Start bit
5407;1.12043;10110101
5408;1.1205;Stop bit
5409;1.12052;Start bit
5410;1.12053;01001011
5411;1.1206;Stop bit
5412;1.12061;Start bit
5413;1.12062;00000000
5414;1.12069;Stop bit
5415;1.12071;Start bit
5416;1.12072;00000000
5417;1.12079;Stop bit
5418;1.12175;Start bit
5419;1.12176;00000001
5420;1.12183;Stop bit
5421;1.12185;Start bit
5422;1.12185;00000010
5423;1.12192;Stop bit
5424;1.12194;Start bit
5425;1.12195;11111101
5426;1.12202;Stop bit
5427;1.12204;Start bit
5428;1.12205;00001010
5429;1.12211;Stop bit
5430;1.12213;Start bit
5431;1.12214;00000001
5432;1.12221;Stop bit
5433;1.12223;Start bit
5434;1.12224;00000001
5435;1.12231;Stop bit
5436;1.12232;Start bit
5437;1.12233;11001000
5438;1.1224;Stop bit
5439;1.12242;Start bit
5440;1.12243;00000010
5441;1.1225;Stop bit
5442;1.12251;Start bit
5443;1.12252;00000000
5444;1.12259;Stop bit
5445;1.12261;Start bit
5446;1.12262;00000000
5447;1.12269;Stop bit
5448;1.12271;Start bit
5449;1.12271;01111001
5450;1.12278;Stop bit
5451;1.1228;Start bit
5452;1.12281;00000000
5453;1.12288;Stop bit
5454;1.1229;Start bit
5455;1.12291;00000000
5456;1.12297;Stop bit
5457;1.12299;Start bit
5458;1.123;00000000
5459;1.12307;Stop bit
5460;1.12403;Start bit
5461;1.12404;00000001
5462;1.12411;Stop bit
5463;1.12413;Start bit
5464;1.12414;00000010
5465;1.12421;Stop bit
5466;1.12423;Start bit
5467;1.12423;11111101
5468;1.1243;Stop bit
5469;1.12432;Start bit
5470;1.12433;00001010
5471;1.1244;Stop bit
5472;1.12442;Start bit
5473;1.12442;00000001
5474;1.12449;Stop bit
5475;1.12451;Start bit
5476;1.12452;00000001
5477;1.12459;Stop bit
5478;1.12461;Start bit
5479;1.12462;11111100
5480;1.12468;Stop bit
5481;1.1247;Start bit
5482;1.12471;00000010
5483;1.12478;Stop bit
5484;1.1248;Start bit
5485;1.12481;00000000
5486;1.12488;Stop bit
5487;1.12489;Start bit
5488;1.1249;00000000
5489;1.12497;Stop bit
5490;1.12499;Start bit
5491;1.125;00000000
5492;1.12507;Stop bit
5493;1.12508;Start bit
5494;1.12509;00000000
5495;1.12516;Stop bit
5496;1.12518;Start bit
5497;1.12519;00000000
5498;1.12526;Stop bit
5499;1.12528;Start bit
5500;1.12528;00000000
5501;1.12535;Stop bit
5502;1.1305;Start bit
5503;1.13051;00000001
5504;1.13058;Stop bit
5505;1.1306;Start bit
5506;1.13061;00000010
5507;1.13067;Stop bit
5508;1.13069;Start bit
5509;1.1307;11111101
5510;1.13077;Stop bit
5511;1.13079;Start bit
5512;1.1308;00001010
5513;1.13087;Stop bit
5514;1.13088;Start bit
5515;1.13089;00000000
5516;1.13096;Stop bit
5517;1.13098;Start bit
5518;1.13099;00000001
5519;1.13106;Stop bit
5520;1.13107;Start bit
5521;1.13108;00000000
5522;1.13115;Stop bit
5523;1.13117;Start bit
5524;1.13118;00000000
5525;1.13125;Stop bit
5526;1.13127;Start bit
5527;1.13127;00100100
5528;1.13134;Stop bit
5529;1.13136;Start bit
5530;1.13137;01000000
5531;1.13144;Stop bit
5532;1.13146;Start bit
5533;1.13146;10011100
5534;1.13153;Stop bit
5535;1.13155;Start bit
5536;1.13156;11110011
5537;1.13163;Stop bit
5538;1.13165;Start bit
5539;1.13166;00000100
5540;1.13173;Stop bit
5541;1.13174;Start bit
5542;1.13175;00100000
5543;1.13182;Stop bit
5544;1.13278;Start bit
5545;1.13279;00000001
5546;1.13286;Stop bit
5547;1.13288;Start bit
5548;1.13289;00000010
5549;1.13296;Stop bit
5550;1.13298;Start bit
5551;1.13298;11111101
5552;1.13305;Stop bit
5553;1.13307;Start bit
5554;1.13308;00001010
5555;1.13315;Stop bit
5556;1.13317;Start bit
5557;1.13318;00000000
5558;1.13324;Stop bit
5559;1.13326;Start bit
5560;1.13327;00000001
